CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,LBRRY_CO,MUSEUM_CO,ARTGR_CO,PRFPLC_CO,ALL_CTLSTT_CO,LBRRY_RT,MUSEUM_RT,ARTGR_RT,PRFPLC_RT,ALL_CLTUR_RT,FILE_NM,BASE_DE
울산광역시,남구,31140,89893,5,2,0,28,35,5.5621E-5,2.2248E-5,0.0,3.11481E-4,3.89351E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
울산광역시,동구,31170,41029,2,0,0,6,8,4.8746E-5,0.0,0.0,1.46238E-4,1.94984E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
울산광역시,북구,31200,57316,7,0,0,6,13,1.22129E-4,0.0,0.0,1.04682E-4,2.26812E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
울산광역시,울주군,31710,58051,4,6,0,20,30,6.8904E-5,1.03357E-4,0.0,3.44524E-4,5.16786E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,중구,28110,47769,4,9,1,44,58,8.3736E-5,1.88406E-4,2.0934E-5,9.21099E-4,0.001214176,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,동구,28140,13971,3,1,0,8,12,2.1473E-4,7.1576E-5,0.0,5.72614E-4,8.58922E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,미추홀구,28177,125136,10,4,1,26,41,7.9913E-5,3.1965E-5,7.991E-6,2.07773E-4,3.27643E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,연수구,28185,123434,9,3,0,44,56,7.2913E-5,2.4304E-5,0.0,3.56465E-4,4.53683E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,남동구,28200,140839,5,3,0,24,32,3.5501E-5,2.13E-5,0.0,1.70407E-4,2.27209E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,부평구,28237,148686,8,2,0,24,34,5.3804E-5,1.3451E-5,0.0,1.61413E-4,2.28669E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,계양구,28245,77672,6,2,0,10,18,7.7247E-5,2.5749E-5,0.0,1.28746E-4,2.31743E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,서구,28260,167730,9,2,0,22,33,5.3657E-5,1.1923E-5,0.0,1.31163E-4,1.96744E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,강화군,28710,9131,3,4,3,2,12,3.28551E-4,4.38068E-4,3.28551E-4,2.19034E-4,0.001314204,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
인천광역시,옹진군,28720,2713,1,0,0,0,1,3.68595E-4,0.0,0.0,0.0,3.68595E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,목포시,46110,53295,5,6,5,16,32,9.3817E-5,1.1258E-4,9.3817E-5,3.00215E-4,6.00431E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,여수시,46130,65220,8,1,1,26,36,1.22661E-4,1.5332E-5,1.5332E-5,3.9865E-4,5.51977E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,순천시,46150,70588,9,6,1,18,34,1.275E-4,8.5E-5,1.4166E-5,2.55E-4,4.81668E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,나주시,46170,29564,4,5,0,6,15,1.35299E-4,1.69124E-4,0.0,2.02949E-4,5.07373E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,광양시,46230,34776,7,0,1,8,16,2.01288E-4,0.0,2.8755E-5,2.30043E-4,4.60087E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,담양군,46710,7028,1,5,2,4,12,1.42287E-4,7.11439E-4,2.84575E-4,5.69151E-4,0.001707455,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,곡성군,46720,3448,2,0,1,6,9,5.80046E-4,0.0,2.90023E-4,0.001740139,0.002610208,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,구례군,46730,2823,2,2,0,10,14,7.08466E-4,7.08466E-4,0.0,0.00354233,0.004959263,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,고흥군,46770,8101,4,3,5,2,14,4.93766E-4,3.70324E-4,6.17207E-4,2.46883E-4,0.001728181,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,보성군,46780,4818,3,2,2,4,11,6.22665E-4,4.1511E-4,4.1511E-4,8.3022E-4,0.002283105,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,화순군,46790,11719,2,1,4,4,11,1.70663E-4,8.5331E-5,3.41326E-4,3.41326E-4,9.38646E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,장흥군,46800,5243,2,3,0,2,7,3.8146E-4,5.72191E-4,0.0,3.8146E-4,0.001335113,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,강진군,46810,4788,1,4,2,2,9,2.08855E-4,8.35421E-4,4.1771E-4,4.1771E-4,0.001879699,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,해남군,46820,12202,2,4,1,4,11,1.63907E-4,3.27815E-4,8.1953E-5,3.27815E-4,9.01491E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,영암군,46830,18431,3,5,3,10,21,1.62769E-4,2.71282E-4,1.62769E-4,5.42564E-4,0.001139384,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,무안군,46840,20477,3,1,1,8,13,1.46505E-4,4.8835E-5,4.8835E-5,3.90682E-4,6.34858E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,함평군,46860,4053,2,0,2,0,4,4.93461E-4,0.0,4.93461E-4,0.0,9.86923E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,영광군,46870,7959,2,2,0,4,8,2.51287E-4,2.51287E-4,0.0,5.02575E-4,0.001005151,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,장성군,46880,6641,4,2,1,2,9,6.02318E-4,3.01159E-4,1.50579E-4,3.01159E-4,0.001355217,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,완도군,46890,8810,3,2,0,4,9,3.40522E-4,2.27014E-4,0.0,4.54029E-4,0.001021566,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,진도군,46900,6554,2,2,7,6,17,3.05157E-4,3.05157E-4,0.00106805,9.15471E-4,0.002593835,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라남도,신안군,46910,3754,2,6,2,0,10,5.32765E-4,0.001598295,5.32765E-4,0.0,0.002663825,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,전주시 완산구,45111,98892,7,7,5,0,19,7.0784E-5,7.0784E-5,5.056E-5,0.0,1.92128E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,전주시 덕진구,45113,96687,7,2,0,0,9,7.2398E-5,2.0685E-5,0.0,0.0,9.3083E-5,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,군산시,45130,65888,8,3,2,0,13,1.21418E-4,4.5531E-5,3.0354E-5,0.0,1.97304E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,익산시,45140,68639,9,9,2,0,20,1.3112E-4,1.3112E-4,2.9137E-5,0.0,2.91379E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,정읍시,45180,21543,5,4,1,0,10,2.32093E-4,1.85675E-4,4.6418E-5,0.0,4.64187E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,남원시,45190,13005,4,1,2,0,7,3.07574E-4,7.6893E-5,1.53787E-4,0.0,5.38254E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,김제시,45210,14180,5,2,1,0,8,3.52609E-4,1.41043E-4,7.0521E-5,0.0,5.64174E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,완주군,45710,23801,6,4,2,0,12,2.5209E-4,1.6806E-4,8.403E-5,0.0,5.0418E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,진안군,45720,2575,1,2,0,0,3,3.88349E-4,7.76699E-4,0.0,0.0,0.001165048,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,무주군,45730,2850,2,2,1,0,5,7.01754E-4,7.01754E-4,3.50877E-4,0.0,0.001754385,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,장수군,45740,2632,2,0,1,0,3,7.59878E-4,0.0,3.79939E-4,0.0,0.001139817,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,임실군,45750,2707,3,1,0,0,4,0.001108237,3.69412E-4,0.0,0.0,0.00147765,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,순창군,45770,3307,2,2,1,0,5,6.04777E-4,6.04777E-4,3.02388E-4,0.0,0.001511944,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,고창군,45790,8633,3,2,0,0,5,3.47503E-4,2.31669E-4,0.0,0.0,5.79172E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
전라북도,부안군,45800,7172,2,2,2,0,6,2.78862E-4,2.78862E-4,2.78862E-4,0.0,8.36586E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
제주특별자치도,제주시,50110,134371,11,30,10,92,143,8.1862E-5,2.23262E-4,7.442E-5,6.84671E-4,0.001064217,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
제주특별자치도,서귀포시,50130,39839,11,31,12,36,90,2.76111E-4,7.78131E-4,3.01212E-4,9.03637E-4,0.002259092,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,천안시 동남구,44131,79125,6,9,2,38,55,7.5829E-5,1.13744E-4,2.5276E-5,4.80252E-4,6.95102E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,천안시 서북구,44133,147238,6,0,0,20,26,4.075E-5,0.0,0.0,1.35834E-4,1.76584E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,공주시,44150,22059,4,11,1,14,30,1.81331E-4,4.98662E-4,4.5332E-5,6.34661E-4,0.001359989,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,보령시,44180,19718,5,2,1,12,20,2.53575E-4,1.0143E-4,5.0715E-5,6.0858E-4,0.001014301,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,아산시,44200,114813,6,8,1,34,49,5.2258E-5,6.9678E-5,8.709E-6,2.96133E-4,4.2678E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,서산시,44210,45258,5,1,1,6,13,1.10477E-4,2.2095E-5,2.2095E-5,1.32573E-4,2.87242E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,논산시,44230,28813,4,1,0,6,11,1.38826E-4,3.4706E-5,0.0,2.08239E-4,3.81772E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,계룡시,44250,10647,2,0,0,4,6,1.87846E-4,0.0,0.0,3.75692E-4,5.63539E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,당진시,44270,41586,4,4,2,8,18,9.6186E-5,9.6186E-5,4.8093E-5,1.92372E-4,4.32837E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,금산군,44710,10088,5,4,0,2,11,4.95638E-4,3.9651E-4,0.0,1.98255E-4,0.001090404,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,부여군,44760,10303,2,6,0,6,14,1.94118E-4,5.82354E-4,0.0,5.82354E-4,0.001358827,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,서천군,44770,8260,2,2,0,8,12,2.4213E-4,2.4213E-4,0.0,9.68523E-4,0.001452784,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,청양군,44790,4318,2,1,0,4,7,4.63177E-4,2.31588E-4,0.0,9.26354E-4,0.00162112,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,홍성군,44800,23450,3,3,1,10,17,1.27931E-4,1.27931E-4,4.2643E-5,4.26439E-4,7.24946E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,예산군,44810,14287,3,7,1,6,17,2.09981E-4,4.89955E-4,6.9993E-5,4.19962E-4,0.001189892,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청남도,태안군,44825,10255,3,5,0,2,10,2.9254E-4,4.87567E-4,0.0,1.95026E-4,9.75134E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,청주시 상당구,43111,48411,4,4,2,30,40,8.2625E-5,8.2625E-5,4.1312E-5,6.19693E-4,8.26258E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,청주시 서원구,43112,59548,3,1,2,18,24,5.0379E-5,1.6793E-5,3.3586E-5,3.02277E-4,4.03036E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,청주시 흥덕구,43113,88438,6,4,1,6,17,6.7844E-5,4.5229E-5,1.1307E-5,6.7844E-5,1.92225E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,청주시 청원구,43114,64221,6,2,4,10,22,9.3427E-5,3.1142E-5,6.2284E-5,1.55712E-4,3.42567E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,충주시,43130,54791,7,5,2,16,30,1.27758E-4,9.1255E-5,3.6502E-5,2.92018E-4,5.47535E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,제천시,43150,29173,6,6,0,12,24,2.05669E-4,2.05669E-4,0.0,4.11339E-4,8.22678E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,보은군,43720,3868,2,2,0,2,6,5.17063E-4,5.17063E-4,0.0,5.17063E-4,0.001551189,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,옥천군,43730,7447,2,2,0,2,6,2.68564E-4,2.68564E-4,0.0,2.68564E-4,8.05693E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,영동군,43740,6531,2,4,0,4,10,3.06231E-4,6.12463E-4,0.0,6.12463E-4,0.001531159,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,증평군,43745,10035,2,1,0,4,7,1.99302E-4,9.9651E-5,0.0,3.98604E-4,6.97558E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,진천군,43750,27541,4,1,1,6,12,1.45238E-4,3.6309E-5,3.6309E-5,2.17857E-4,4.35714E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,괴산군,43760,5057,1,3,0,4,8,1.97745E-4,5.93237E-4,0.0,7.90982E-4,0.001581965,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,음성군,43770,33685,6,5,0,2,13,1.7812E-4,1.48434E-4,0.0,5.9373E-5,3.85928E-4,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
충청북도,단양군,43800,3756,3,2,0,2,7,7.98722E-4,5.32481E-4,0.0,5.32481E-4,0.001863684,KC_600_MIL_CLT_STATN_BIZAEA_2023,20231231
